Name,Official Name,Company Number,Jurisdiction,Previous Names,SIC code,Incorporation Date,Company Type,Street,Postal,Locality,Region,Latitude,Longitude,Phone,Mobile,Fax,Website,Email,Products,Service,Keyword,Brands,Service Areas,Contact Person,Contact Phone,Facilities,Breadcrumbs,Payment Methods,Social Media,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL, All Categories
Principality Building Society Ystradgynlais,NA,NA,NA,NA,NA,NA,NA,18 Station Road ,SA9 1NT,Ystradgynlais ,Neath Port Talbot Wales,51.777120,-3.757807,0330 333 4973,NA,NA,,NA,NA,"savings accounts, arranged insurance, arranged mortgages","Building Society, Mortgages, Savings",NA,NA,NA,NA,"disabled access, parking",NA,,"https://www.facebook.com/principalitybuildingsociety,https://twitter.com/intent/user?screen_name=principalitybs&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fprincipality-building-society-ystradgynlais-19264548.html,https://www.linkedin.com/company/principality-building-society",NA,09:00 - 17:00,09:00 - 17:00,09:00 - 12:00,Closed,09:00 - 17:00,10:00 - 17:00,09:00 - 17:00,https://ystradgynlais.cylex-uk.co.uk/company/principality-building-society-ystradgynlais-19264548.html,"Finance Ystradgynlais,Financial Services Ystradgynlais,Building Societies Ystradgynlais,Finance,Financial Services,Building Societies,Finance,Mortgages,Mortgage Brokers,Finance,Mortgages,Mortgage Lenders,Finance,Insurance,Insurance Agents & Companies,Finance,Financial Consultants"
Dr Paul Flint Bakewell,NA,NA,NA,NA,NA,NA,NA,Water Street ,DE45 1EW,Bakewell ,Derbyshire England,53.213117,-1.674418,01629 812991,01629 815401,NA,www.diamondcourtdental.co.uk,NA,NA,Cosmetic Dentistry,"Orthodontics, General Dentistry",NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/pages/Diamond-Court-Dental-Practice/239527749412574,https://twitter.com/intent/user?screen_name=denplan&original_referer=https%3a%2f%2fbakewell.cylex-uk.co.uk%2fcompany%2fdr-paul-flint-bakewell-19562652.html",Dental Practice,NA,NA,Closed,Closed,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/dr-paul-flint-bakewell-19562652.html,"Health & Medicine Bakewell,Dental Care Bakewell,Dentists & Dental Clinics Bakewell,Health & Medicine,Dental Care,Dentists & Dental Clinics,Health & Medicine,Dental Care,Orthodontists"
Dr Miles Grout,NA,NA,NA,NA,NA,NA,NA,Water Street ,DE45 1EW,Bakewell ,Derbyshire England,53.213117,-1.674418,01629 812 991,NA,NA,,NA,NA,NA,Warehousing & Storage,NA,NA,NA,NA,NA,NA,,NA,Dentist,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/dr-miles-grout-19917016.html,"Health & Medicine Bakewell,Dental Care Bakewell,Dentists & Dental Clinics Bakewell,Health & Medicine,Dental Care,Dentists & Dental Clinics,Health & Medicine,Medical Facilities,Clinics & Medical Centres"
Stone art,NA,NA,NA,NA,NA,NA,NA,Water Street ,DE45 1EW,Bakewell ,Derbyshire England,53.213117,-1.674418,01629 812206,NA,NA,jewellerybystoneart.co.uk,NA,NA,NA,"Gift Shop, Jewellers, Special Occasion Gifts, Fashion Jewelry, Jewellery Shops, Necklaces, Earings, Shopping & Retail, Jewelry & Watches Store",NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/369545419818805/,https://twitter.com/intent/user?screen_name=bakewelljewelry&original_referer=https%3a%2f%2fbakewell.cylex-uk.co.uk%2fcompany%2fstone-art-12867555.html",NA,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,https://bakewell.cylex-uk.co.uk/company/stone-art-12867555.html,"Shopping & Retail Bakewell,Gifts & Novelties Bakewell,Best Gift Shops Bakewell,Shopping & Retail,Gifts & Novelties,Gift Shops,Shopping & Retail,Jewellery & Watches,Jewellers & Jewellery Shops"
Barclays Bank,Barclays Bank,NA,NA,NA,NA,NA,NA,Oxford House 2 Brecon Road ,SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,,,0345 734 5345,NA,NA,www.barclays.co.uk,NA,NA,"Barclays Bank Account, Barclays Personalised Card, Car Insurance, Credit cards, Home insurance, Instant Cash ISA, Life Insurance, Personal loans, Travel Insurance","Financial Services, Bank, Credit Card",NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/BarclaysUK,https://twitter.com/intent/user?screen_name=barclays&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fbarclays-bank-13507596.html",NA,Closed,09:30 - 16:00,Closed,Closed,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,https://ystradgynlais.cylex-uk.co.uk/company/barclays-bank-13507596.html,"Finance Ystradgynlais,Banking Services Ystradgynlais,Best Banks & ATMs Ystradgynlais,Finance,Banking Services,Banks & ATMs,Finance,Insurance,Insurance Agents & Companies,Finance,Mortgages,Mortgage Lenders,Finance,Investment Services,Investment Companies & Brokers,Finance,Financial Services"
RGS Accountants,NA,NA,NA,NA,NA,NA,NA,5 Commercial St ,SA9 1HD,Ystradgynlais ,Neath Port Talbot Wales,51.777655,-3.758762,01639 490170,07487 732091,NA,rgsaccountants.co.uk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://www.facebook.com/RGS-Accountants-468641403330522/,NA,11:00 - 16:00,11:00 - 16:00,Closed,Closed,11:00 - 16:00,11:00 - 16:00,11:00 - 16:00,https://ystradgynlais.cylex-uk.co.uk/company/rgs-accountants-26511924.html,
J Jenkins,JANET D JENKINS LIMITED,10091627,NA,NA,69201 - Accounting and auditing activities,30 Mar 2016,Private Limited Company,6 Llys Ynyscedwyn ,SA9 1EN,Ystradgynlais ,Neath Port Talbot Wales,51.771848,-3.771760,01639 849394,NA,NA,www.jenkinsbakery.co.uk,NA,NA,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Bookkeeper, Auditing, Auditors, Financial",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/j-jenkins-18855118.html,"Finance Ystradgynlais,Financial Services Ystradgynlais,Accounting & Bookkeeping Ystradgynlais,Finance,Financial Services,Accounting & Bookkeeping"
A Hallsworth Joinery Limited,A HALLSWORTH JOINERY LIMITED,08136295,England/Wales,NA,43320 - Joinery installation,10 Jul 2012,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,Joinery Installation,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/a-hallsworth-joinery-limited-22264884.html,"Construction & Contractors Bakewell,Woodworking Bakewell,Carpenters & Joiners Bakewell,Construction & Contractors,Woodworking,Carpenters & Joiners"
D.j Lewis,NA,NA,NA,NA,NA,NA,NA,23 Heol Eglwys ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,51.777044,-3.759809,01639 843827,01639 845571,NA,,NA,NA,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Financial Services, Financial, Tax",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/d-j-lewis-12829998.html,"Finance Ystradgynlais,Financial Services Ystradgynlais,Accounting & Bookkeeping Ystradgynlais,Finance,Financial Services,Accounting & Bookkeeping"
Lumin Accountancy Ltd,NA,NA,NA,NA,NA,NA,NA,"3 Brecon Rd, The Forum Business Centre ",SA9 1HE,Ystradgynlais ,Neath Port Talbot Wales,51.777963,-3.757163,03301330344,NA,NA,www.lumin-accountancy.co.uk,NA,NA,NA,"Accountants, Management Accounts, Year End Accounts, Payroll, Tax Return, Auto Enrolment, Accountants Near Me, Finance Director Services, Accountants Ystradgynlais",NA,NA,NA,NA,NA,NA,,http://www.facebook.com/luminacc,NA,08:00 - 18:00,08:00 - 18:00,10:00 - 14:00,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://ystradgynlais.cylex-uk.co.uk/company/lumin-accountancy-ltd-26370908.html,"Finance Ystradgynlais,Financial Services Ystradgynlais,Chartered Accountants Ystradgynlais,Finance,Financial Services,Chartered Accountants,Finance,Financial Services,Accounting & Bookkeeping,Business & Professional Services,Business Consultants"
Dr Vanessa Rushton,NA,NA,NA,NA,NA,NA,NA,Diamond Court ,DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,01629 813749,01629 813749,NA,,NA,NA,NA,"Craft Shops, Warehousing & Storage",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/dr-vanessa-rushton-19916798.html,"Arts, Entertainment & Nightlife Bakewell,Arts & Crafts Bakewell,Arts & Crafts Supplies & Shops Bakewell,Arts, Entertainment & Nightlife,Arts & Crafts,Arts & Crafts Supplies & Shops"
Andy Davies Plant Limited,ANDY DAVIES PLANT LIMITED,06674710,England/Wales,85 Brecon Road Ystradgynlais Powys SA9 1HJ,77320 - Renting and leasing of construction and civil engineering machinery and equipment,18 Aug 2008,Private Limited Company,85 BRECON ROAD ,SA9 1HJ,Ystradgynlais ,Neath Port Talbot Wales,51.779926,-3.752893,NA,NA,NA,,NA,NA,NA,"Construction Equipment Hire, Plant Hire",NA,NA,NA,NA,NA,NA,,NA,Dormant Companies,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/andy-davies-plant-limited-22297322.html,"Finance Ystradgynlais,Financial Services Ystradgynlais,Accounting & Bookkeeping Ystradgynlais,Finance,Financial Services,Accounting & Bookkeeping,Construction & Contractors,Construction Equipment,Construction Equipment Hire"
Mills Chalmers & Associates,NA,NA,NA,NA,NA,NA,NA,"Diamond Court Dental Practice, Tthe Square ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,01629 812991,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Dentist,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/mills-chalmers---associates-16295520.html,"Health & Medicine Bakewell,Dental Care Bakewell,Dentists & Dental Clinics Bakewell,Health & Medicine,Dental Care,Dentists & Dental Clinics"
Gwent Hydraulics Limited,GWENT HYDRAULICS LIMITED,03021553,England/Wales,NA,28410 - Manufacture of metal forming machinery,14 Feb 1995,Private Limited Company,Diamond House;Diamond Court ,DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Manufacture of Metal Forming Machinery, Machine Tool Manufacturers",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/gwent-hydraulics-limited-21406079.html,"Industry & Manufacturing Bakewell,Industrial Goods Bakewell,Metalworking Equipment & Supplies Bakewell,Industry & Manufacturing,Industrial Goods,Metalworking Equipment & Supplies,Industry & Manufacturing,Industrial Goods,Machine Tools"
Spencer Rhodes Holdings Limited,SPENCER RHODES HOLDINGS LIMITED,03428633,England/Wales,NA,96090 - Other service activities n.e.c.,03 Sep 1997,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Personal Services, Business Support Services",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/spencer-rhodes-holdings-limited-22051113.html,"Community & Government Bakewell,Charities & Voluntary Organisations Bakewell,Construction & Contractors,Cleaning Services,Carpet Cleaners,Community & Government,Charities & Voluntary Organisations,Business & Professional Services,Personal Services"
Ads2life Digital Services Ltd,ADS2LIFE DIGITAL SERVICES LTD,08158817,England/Wales,NA,58110 - Book publishing,27 Jul 2012,Private Limited Company,"DAVID F LEE ASSOCIATES DIAMOND HOUSE,, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Advertising Agency, Publishers, Book Publishing, Performing Arts Services",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/ads2life-digital-services-ltd-21004442.html,"Business & Professional Services Bakewell,Writing & Publishing Bakewell,Book Printing & Publishing Bakewell,Business & Professional Services,Writing & Publishing,Book Printing & Publishing,Business & Professional Services,Writing & Publishing,Publishers,Business & Professional Services,Advertising Services,Advertising Agencies,Arts, Entertainment & Nightlife,Performing Arts"
C.q.a. International Ltd,C.Q.A. INTERNATIONAL LTD,03613866,England/Wales,NA,96090 - Other service activities not elsewhere classified,12 Aug 1998,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Personal Services, Business Support Services",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/c-q-a--international-ltd-21143415.html,"Community & Government Bakewell,Charities & Voluntary Organisations Bakewell,Construction & Contractors,Cleaning Services,Carpet Cleaners,Community & Government,Charities & Voluntary Organisations,Business & Professional Services,Personal Services"
Caroline Hutson-Environmental Consultancy Limited,CAROLINE HUTSON-ENVIRONMENTAL CONSULTANCY LIMITED,08240202,England/Wales,NA,74901 - Environmental consulting activities,04 Oct 2012,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,Environmental Consultants,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/caroline-hutson-environmental-consultancy-limited-21156200.html,"Business & Professional Services Bakewell,Environmental & Ecological Services Bakewell,Environmental Consultants Bakewell,Business & Professional Services,Environmental & Ecological Services,Environmental Consultants"
Penrhos Social Club & Institute,NA,NA,NA,NA,NA,NA,NA,329 Brecon Rd,SA9 1QX,Swansea ,Swansea Wales,51.786173,-3.742318,01639 843103,01639 849482,NA,,NA,NA,NA,"Social Club, Social Clubs & Associations, Associations, Leisure Cultural, Club, Clubs & Associations",NA,NA,NA,NA,NA,NA,,https://www.facebook.com/pages/category/Pub/Penrhos-Social-Club-198699370681209,NA,NA,NA,NA,NA,NA,NA,NA,https://swansea.cylex-uk.co.uk/company/penrhos-social-club---institute-14542597.html,"Community & Government Swansea,Organisations, Associations & Clubs Swansea,Social Clubs Swansea,Community & Government,Organisations, Associations & Clubs,Social Clubs"
P.J Wrieden Limited,P.J WRIEDEN LIMITED,04884079,England/Wales,NA,96090 - Other service activities n.e.c.,01 Sep 2003,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Personal Services, Business Support Services",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/p-j-wrieden-limited-21599444.html,"Community & Government Bakewell,Charities & Voluntary Organisations Bakewell,Construction & Contractors,Cleaning Services,Carpet Cleaners,Community & Government,Charities & Voluntary Organisations,Business & Professional Services,Personal Services"
Office Revolt Limited,OFFICE REVOLT LIMITED,06628094,England/Wales,NA,74990 - Non-trading company,24 Jun 2008,Private Limited Company,62-64 Commercial Street ,SA9 2HS,Ystalyfera ,Neath Port Talbot Wales,51.778865,-3.759597,NA,NA,NA,,NA,NA,NA,"Business Organisations, Non-Trading Company",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystalyfera.cylex-uk.co.uk/company/office-revolt-limited-20663620.html,"Community & Government Ystalyfera,Organisations, Associations & Clubs Ystalyfera,Business & Trade Organisations Ystalyfera,Community & Government,Organisations, Associations & Clubs,Business & Trade Organisations"
Gurnos Youth Centre,NA,NA,NA,NA,NA,NA,NA,"Spencer Terrace, Lower Cwmtwrch",SA9 1EE,Swansea ,Swansea Wales,51.774491,-3.773816,01639 843496,01452 311088,NA,,NA,NA,NA,"Youth Organisations, Youth Centre, Centres, Voluntary, Organisations, Youth Organisations & Centres",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://swansea.cylex-uk.co.uk/company/gurnos-youth-centre-15625456.html,"Community & Government Swansea,Organisations, Associations & Clubs Swansea,Youth Organisations, Centres & Clubs Swansea,Community & Government,Organisations, Associations & Clubs,Youth Organisations, Centres & Clubs"
R.A.B. Associates (UK) Limited,R.A.B. ASSOCIATES (UK) LIMITED,04647209,England/Wales,NA,42990 - Construction of other civil engineering projects n.e.c.,24 Jan 2003,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,Civil Engineering,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/r-a-b--associates--uk--limited-21939644.html,"Construction & Contractors Bakewell,Asphalt & Tarmac Contractors Bakewell,Construction & Contractors,Engineering,Civil Engineering,Construction & Contractors,Asphalt & Tarmac Contractors,Construction & Contractors,Underpinning & Foundation Engineers & Contractors"
Hawthorn Villas Residents Association Limited,HAWTHORN VILLAS RESIDENTS ASSOCIATION LIMITED,03110103,England/Wales,NA,98000 - Residents property management,04 Oct 1995,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","1 HAWTHORN VILLAS, BRECON ROAD ",SA9 1HG,Ystradgynlais ,Neath Port Talbot Wales,51.777583,-3.755720,NA,NA,NA,,NA,NA,NA,"Property Management, Residents Property Management",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/hawthorn-villas-residents-association-limited-20446405.html,"Real Estate Ystradgynlais,Real Estate Services Ystradgynlais,Property & Estate Management Ystradgynlais,Real Estate,Real Estate Services,Property & Estate Management"
Frepau Properties Limited,FREPAU PROPERTIES LIMITED,02731612,England/Wales,NA,96090 - Other service activities not elsewhere classified,15 Jul 1992,Private Limited Company,"DIAMOND HOUSE, DIAMOND COURT ",DE45 1EW,Bakewell ,Derbyshire England,53.213008,-1.674420,NA,NA,NA,,NA,NA,NA,"Personal Services, Business Support Services",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bakewell.cylex-uk.co.uk/company/frepau-properties-limited-21356661.html,"Community & Government Bakewell,Charities & Voluntary Organisations Bakewell,Construction & Contractors,Cleaning Services,Carpet Cleaners,Community & Government,Charities & Voluntary Organisations,Business & Professional Services,Personal Services"
Drama Association Of Wales,NA,NA,NA,NA,NA,NA,NA,101 Dolfain ,SA9 1QS,Ystradgynlais ,Neath Port Talbot Wales,51.784379,-3.750435,029 2039 1331,07870 218225,NA,www.dramawales.org.uk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/DramaAssociationOfWales?fref=ts,https://twitter.com/intent/user?screen_name=DramaWales&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fdrama-association-of-wales-27165819.html",NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/drama-association-of-wales-27165819.html,
Ystradgynlais r f C,NA,NA,NA,NA,NA,NA,NA,YNYSCEDWYN ROAD,SA9 1HB,Ystradgynlais ,Neath Port Talbot Wales,51.772455,-3.763294,01639 842446,01639 842948,NA,,NA,NA,Entertainment,"Sports Club, Sports Association, Athletics Club, Sports Clubs and Associations, Leisure, Sports, Associations",NA,NA,NA,NA,NA,NA,,https://twitter.com/intent/user?screen_name=ystradbluesrfc&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fystradgynlais-r-f-c-15717919.html,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/ystradgynlais-r-f-c-15717919.html,"Sports & Recreation Ystradgynlais,Sports Clubs Ystradgynlais,Sports & Recreation,Sports Clubs"
Headway,NA,NA,NA,NA,NA,NA,NA,Pen-Y-Bryn,SA9 1JB,Ystradgynlais ,Neath Port Talbot Wales,51.783956,-3.753284,01792 529615,NA,NA,www.headwaysouthwestwales.org.uk,headwaysouthpowys@hotmail.com,NA,"drop in, family and carer support, information, service user groups","Charity Shops, Informations, Brain Injury Association, Drop",NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/headwayuk,https://twitter.com/intent/user?screen_name=headwayuk&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fheadway-25814754.html,https://www.youtube.com/user/headwayuk",NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/headway-25814754.html,"Community & Government Ystradgynlais,Charities & Voluntary Organisations Ystradgynlais,Community & Government,Charities & Voluntary Organisations,Community & Government,Charity Shops"
Y.C.P. Limited,Y.C.P. LIMITED,02800402,England/Wales,NA,74990 - Non-trading company,17 Mar 1993,Private Limited Company,30 HEOL EGLWYS ,SA9 1EY,Ystradgynlais ,Neath Port Talbot Wales,51.777394,-3.758647,NA,NA,NA,,NA,NA,NA,"Business Organisations, Non-Trading Company",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/y-c-p--limited-22967359.html,"Community & Government Ystradgynlais,Organisations, Associations & Clubs Ystradgynlais,Business & Trade Organisations Ystradgynlais,Community & Government,Organisations, Associations & Clubs,Business & Trade Organisations"
Associated Community Training (ACT),NA,NA,NA,NA,NA,NA,NA,Tudor Street ,SA9 1AP,Ystradgynlais ,Neath Port Talbot Wales,51.767041,-3.769447,07841 038081,NA,NA,www.acttraining.org.uk,NA,NA,"hairdressing courses, barbering courses, automative engineering courses, construction courses, hospitality courses",Training Services,NA,NA,NA,NA,NA,NA,,"https://www.facebook.com/acttraining,https://twitter.com/intent/user?screen_name=acttrainingltd&original_referer=https%3a%2f%2fystradgynlais.cylex-uk.co.uk%2fcompany%2fassociated-community-training--act--25833112.html,https://www.linkedin.com/company/act-training?trk=tyah,https://www.flickr.com/photos/94212520@N02/",NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/associated-community-training--act--25833112.html,"Education Ystradgynlais,Training Services Ystradgynlais,Best Training Centres & Courses Ystradgynlais,Education,Training Services,Training Centres & Courses"
Great Price Locksmith,NA,NA,NA,NA,NA,NA,NA,5 Yorkshire St ,OL13 9AE,Bacup ,Lancashire England,53.703888,-2.199525,01706 541367,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bacup.cylex-uk.co.uk/company/great-price-locksmith-26683410.html,
L J Hughes,NA,NA,NA,NA,NA,NA,NA,"Echo Warren, Wykham Lane ",OX16 9UP,Banbury ,Oxfordshire England,52.039154,-1.352723,01295 264395,07860 838731,01295 262610,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Building Contractors,NA,NA,NA,NA,NA,NA,NA,https://banbury.cylex-uk.co.uk/company/l-j-hughes-16251586.html,"Construction & Contractors Banbury,Home Improvement Banbury,Loft Conversions Banbury,Construction & Contractors,Home Improvement,Loft Conversions"
Conservative Club,NA,NA,NA,NA,NA,NA,NA,Club Lane ,SA9 1NU,Ystradgynlais ,Neath Port Talbot Wales,51.777222,-3.757152,01639 842152,NA,NA,,NA,NA,NA,Associations,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ystradgynlais.cylex-uk.co.uk/company/conservative-club-13524856.html,"Community & Government Ystradgynlais,Organisations, Associations & Clubs Ystradgynlais,Community & Government,Organisations, Associations & Clubs"
Little Queens,NA,NA,NA,NA,NA,NA,NA,12 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703700,-2.200380,01706 876183,0871 951 1000,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://www.facebook.com/pages/category/Pub/Little-Queens-Bacup-2088594231417330,NA,11:30 - 23:30,11:30 - 23:30,11:30 - 23:30,12:00 - 22:00,11:30 - 23:30,11:30 - 23:30,11:30 - 23:30,https://bacup.cylex-uk.co.uk/company/little-queens-26507567.html,
Bacup Natural History Society & Museum,NA,NA,NA,NA,NA,NA,NA,24 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703923,-2.199832,07491 005405,NA,NA,bacupnaturalhistorysociety.co.uk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,19:30 - 22:00,Closed,Closed,Closed,Closed,Closed,Closed,https://bacup.cylex-uk.co.uk/company/bacup-natural-history-society---museum-26386960.html,
Ali Barbers,NA,NA,NA,NA,NA,NA,NA,16 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703770,-2.200312,07817 035160,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,https://www.facebook.com/Ali-Barbers-Bacup-1217069594986306/about/,NA,09:30 - 17:00,09:30 - 17:00,09:30 - 14:00,Closed,09:30 - 15:00,09:30 - 15:00,09:30 - 15:00,https://bacup.cylex-uk.co.uk/company/ali-barbers-26386955.html,
Banbury Animal Rescue & Kindness Service,NA,NA,NA,NA,NA,NA,NA,80 Wykham Pl ,OX16 9HZ,Banbury ,Oxfordshire England,52.049779,-1.345843,01295 262719,07427 063178,NA,www.barks.org.uk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://banbury.cylex-uk.co.uk/company/banbury-animal-rescue---kindness-service-26384207.html,
Pizza & Kebab House,NA,NA,NA,NA,NA,NA,NA,5 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703531,-2.200290,01706 877077,07837 338360,NA,tonyspizzakebab.co.uk,NA,NA,NA,"Takeaway, Sandwich Shop, Pizzeria",NA,NA,NA,NA,NA,NA,,https://www.facebook.com/Tonys-Pizza-and-Kebab-house-1428980894056316,NA,Closed,16:00 - 01:00,16:00 - 01:00,Closed,Closed,Closed,Closed,https://bacup.cylex-uk.co.uk/company/pizza---kebab-house-16360084.html,"Food & Beverages Bacup,Best Takeaway Bacup,Food & Beverages,Takeaway"
Little Monkeys,NA,NA,NA,NA,NA,NA,NA,9 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703716,-2.200093,01706 872743,NA,NA,,NA,Childrenswear,NA,Clothing Shops,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bacup.cylex-uk.co.uk/company/little-monkeys-16262873.html,"Shopping & Retail Bacup,Clothing & Accessories Bacup,Clothing Shops Bacup,Shopping & Retail,Clothing & Accessories,Clothing Shops"
J D Vintiques,NA,NA,NA,NA,NA,NA,NA,9-11 Yorkshire Street ,OL13 9AE,Bacup ,Lancashire England,53.703615,-2.200106,07902 448910,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://bacup.cylex-uk.co.uk/company/j-d-vintiques-26386954.html,
