Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Kitchen Trends,16 Parkhouse St ,KA7 2HH,Ayr ,South Ayrshire Scotland,01292 611134,NA,NA,www.kitchen-trends.co.uk,"Home Decor, Kitchen & Bath Contractor, Home Goods Store","Home Decor, Kitchen & Bath Contractor, Home Goods Store","Home Decor, Kitchen & Bath Contractor, Home Goods Store",NA,"Home Decor, Kitchen & Bath Contractor, Home Goods Store",09:00 - 17:00,09:00 - 17:00,09:30 - 17:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fkitchen-trends-25780562.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Digital Kitchens & Bedrooms Factory Outlet,1 Mosshill Ind Est ,KA6 6BE,Ayr ,South Ayrshire Scotland,01292 738083,NA,NA,digitalkitchens.co.uk,"Stove & Oven Retailers, Home & Garden Website, Garden Website","Stove & Oven Retailers, Home & Garden Website, Garden Website","Stove & Oven Retailers, Home & Garden Website, Garden Website",NA,NA,08:00 - 19:00,08:00 - 17:00,08:00 - 16:00,11:00 - 16:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fdigital-kitchens---bedrooms-factory-outlet-25780316.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
AS-Nu Replacement Kitchen Doors,40A New Road ,KA8 8EX,Ayr ,South Ayrshire Scotland,01292 265557,NA,NA,www.as-nu.co.uk,"Kitchen Taps, Kitchens, Kitchen Sinks, Kitchen Showrooms, As-Nu Kitchens Ayr","Kitchen Taps, Kitchens, Kitchen Sinks, Kitchen Showrooms, As-Nu Kitchens Ayr","Kitchen Taps, Kitchens, Kitchen Sinks, Kitchen Showrooms, As-Nu Kitchens Ayr",NA,NA,09:00 - 17:00,09:00 - 17:00,09:00 - 16:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fas-nu-replacement-kitchen-doors-17084314.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Alno Contracts (Scotland),1 Carrick Road ,KA7 2RA,Ayr ,South Ayrshire Scotland,01292 283417,01292 611308,NA,www.creativedesignsayr.co.uk,Kitchen Designers,Kitchen Designers,Kitchen Designers,NA,NA,Closed,09:00 - 17:00,09:30 - 17:00,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Falno-contracts--scotland--17155916.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Craig's Home Improvements,"Station Rd, ",KA7 3AX,Ayr ,South Ayrshire Scotland,01292 880860,NA,NA,,"Made to Measure Kitchen Doors, Granite, Quartz, Family Business, Fitted Bathrooms, New Appliances, New Worktops, Est 1985, All Products Fully Guaranteed, Free Planning Service, Open 10 am 4pm Mon-Sat, Open Sunday by appt","Made to Measure Kitchen Doors, Granite, Quartz, Family Business, Fitted Bathrooms, New Appliances, New Worktops, Est 1985, All Products Fully Guaranteed, Free Planning Service, Open 10 am 4pm Mon-Sat, Open Sunday by appt","Made to Measure Kitchen Doors, Granite, Quartz, Family Business, Fitted Bathrooms, New Appliances, New Worktops, Est 1985, All Products Fully Guaranteed, Free Planning Service, Open 10 am 4pm Mon-Sat, Open Sunday by appt",NA,NA,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,Closed,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fcraig%2527s-home-improvements-26348231.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Asnu Replacement Kitchen Doors,"40A, NEW ROAD ",KA8 8EX,Ayr ,South Ayrshire Scotland,01292 265977,NA,NA,www.as-nu.co.uk,"Kitchen Units, Kitchen Taps","Kitchen Units, Kitchen Taps","Kitchen Units, Kitchen Taps",NA,NA,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fasnu-replacement-kitchen-doors-17019110.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Designer Fitted Kitchens Ayr,40A NEW ROAD ,KA8 8EX,Ayr ,South Ayrshire Scotland,01292 265557,NA,NA,www.designerfittedkitchens.co.uk,"Designer Fitted Kitchens, Kitchens, Kitchen Sinks, Kitchen Appliances, Kitchen Taps, As-Nu Kitchens Ayr","Designer Fitted Kitchens, Kitchens, Kitchen Sinks, Kitchen Appliances, Kitchen Taps, As-Nu Kitchens Ayr","Designer Fitted Kitchens, Kitchens, Kitchen Sinks, Kitchen Appliances, Kitchen Taps, As-Nu Kitchens Ayr",NA,NA,09:00 - 17:00,09:00 - 17:00,09:00 - 16:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fdesigner-fitted-kitchens-ayr-17292572.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Wren Kitchens AYR,Liberator Drive ,KA8 9BF,Ayr ,South Ayrshire Scotland,01292 340020,NA,NA,www.wrenkitchens.com,Kitchens,Kitchens,Kitchens,Kitchens,NA,09:00 - 20:00,09:00 - 20:00,09:00 - 18:00,10:30 - 17:00,09:00 - 21:00,09:00 - 21:00,09:00 - 22:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fwren-kitchens-ayr-26671660.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Magnet Trade Ayr,"15 Old Farm Road, Heathfield Industrial Estate ",KA8 9ST,Ayr ,South Ayrshire Scotland,01292 265568,NA,NA,www.magnettrade.co.uk,"Joinery Manufacturers, Kitchen Suppliers, Sliding Bedroom Doors","Joinery Manufacturers, Kitchen Suppliers, Sliding Bedroom Doors","Joinery Manufacturers, Kitchen Suppliers, Sliding Bedroom Doors",NA,NA,07:30 - 17:00,07:30 - 17:00,08:00 - 12:00,Closed,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fmagnet-trade-ayr-16926070.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Howdens  - Ayr,11 Old Farm Road ,KA8 9ST,Ayr ,South Ayrshire Scotland,01292 289461,01292 284447,NA,https://www.howdens.com/find-a-depot/ayr,"Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link","Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link","Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link",NA,"Granite Worktops, Quartz Worktops, Kitchen Units, Splashbacks, Kitchen Remodellers, Kitchen Sinks, Kitchen Taps, Laminate Flooring, Vinyl Flooring, Engineered Wood Flooring, Door Suppliers, Quickstep, Sink Taps, Hardware Fixing, The Nest, Tools Accessories, Tp Link",08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fayr-south-ayrshire.cylex-uk.co.uk%2Fcompany%2Fhowdens----ayr-17125129.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Medical Response Team Training,LANGTON BUSINESS CENTRE DURHAM WAY NORTH ,DL5 6BL,Aycliffe Business Park ,Durham England,01325 308081,NA,NA,,NA,First Aid Training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fmedical-response-team-training-16881425.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Digital Factory,DURHAM WAY SOUTH ,DL5 6XP,Aycliffe Business Park ,Durham England,01325 379600,01325 379609,NA,,NA,NA,"Training Manager, Training Courses, Training Classes, Training Service Providers, Training Consultancies, Training Services, Training Consultants",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fdigital-factory-13332752.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Communicators Training Associates,DURHAM WAY NORTH ,DL5 6DL,Aycliffe Business Park ,Durham England,01325 308840,01325 308840,NA,www.learndirect.com,NA,NA,"Training Courses, Training Classes, Training Centre, Training Rooms, Training Programme, Educational Establishments, Training Venues, Training Services, School, Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fcommunicators-training-associates-15922706.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
BRIGHT FUTURES TRUST C.I.C.,"Block 2, Entrance B St Cuthberts House St Cuthberts Way ",DL5 6DX,Aycliffe Business Park ,Durham England,NA,NA,NA,,NA,NA,"Technical College, Vocational School",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fbright-futures-trust-c-i-c--24151239.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Baltic Training Services,"Baltic House, Hilton Road ",DL5 6EN,Aycliffe Business Park ,Durham England,01325 731050,NA,NA,baltictraining.com,NA,"Vocational School, Training Centre, Training Providers, Work Based Learning, Training Services, Education, Technical College","Vocational School, Training Centre, Training Providers, Work Based Learning, Training Services, Education, Technical College",NA,NA,09:00 - 17:00,09:00 - 17:00,Closed,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fbaltic-training-services-23038441.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Langton (Medical Training) Ltd,"LANGTON BUSINESS CENTRE, DURHAM WAY NORTH, AYCLIFFE INDUSTRIAL PARK ",DL5 6BL,Aycliffe Business Park ,Durham England,01325 308081,01325 308082,NA,,NA,First Aid Training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Flangton--medical-training--ltd-14457960.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Baltic Training Services Limited,Aycliffe Business Park,DL5 6EN,Aycliffe Business Park ,Durham England,NA,NA,NA,,NA,NA,"Vocational School, Vocational Education, Technical College",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fbaltic-training-services-limited-22323684.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
S. W. Durham Training Ltd,Durham Way South,DL5 6AT,Aycliffe Business Park ,Durham England,01325 313194,01325 318249,NA,swdt.co.uk,"School, Vocational School, Vocational Education, Training Manager, Educational Services, Training Courses, Adult Education, Training Classes, Training Service Providers, Training Centre, Tertiary Education, Training Consultancies, Training Services, Training Consultants, Education, Engineering, Electronics, Technical College, Electronic Parts, Electronic Devices, Health and Safety Consultants, Electronic Accessories",NA,"School, Vocational School, Vocational Education, Training Manager, Educational Services, Training Courses, Adult Education, Training Classes, Training Service Providers, Training Centre, Tertiary Education, Training Consultancies, Training Services, Training Consultants, Education, Engineering, Electronics, Technical College, Electronic Parts, Electronic Devices, Health and Safety Consultants, Electronic Accessories",NA,NA,08:00 - 17:00,08:00 - 14:30,Closed,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Faycliffe-business-park.cylex-uk.co.uk%2Fcompany%2Fs--w--durham-training-ltd-16995429.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Jewson,Albert Road ,PE25 3RB,Skegness ,Lincolnshire England,01754 763238,01754 610581,NA,www.jewson.co.uk,Quickstep,Quickstep,Quickstep,Quickstep,NA,07:30 - 17:00,07:30 - 17:00,08:00 - 12:00,Closed,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fskegness.cylex-uk.co.uk%2Fcompany%2Fjewson-12910455.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ian Wood Ltd,50 FINSBURY STREET ,LN13 9BH,Alford ,Lincolnshire England,NA,NA,NA,,NA,Plasterers,Plasterers,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fian-wood-ltd-21454894.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Lincs Timber,"The Hollies Main St, ",LN12 2QE,Mablethorpe ,,01507 834505,NA,NA,https://www.lincsbuildingproducts.co.uk,NA,NA,"Roofing Contractors, Siding Contractors",NA,"Roofing Contractors, Siding Contractors",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fmablethorpe.cylex-uk.co.uk%2Fcompany%2Flincs-timber-26889025.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Askew's Furniture Retailer,West St ,LN13 9DU,Alford ,Lincolnshire England,01507 462936,NA,NA,www.askewsfurniture.co.uk,"Shops, Bedding, Giftware, Mattress Store, Racking & Storage Products, Myers, Slumberland, Lebus","Shops, Bedding, Giftware, Mattress Store, Racking & Storage Products, Myers, Slumberland, Lebus","Shops, Bedding, Giftware, Mattress Store, Racking & Storage Products, Myers, Slumberland, Lebus",NA,"Shops, Bedding, Giftware, Mattress Store, Racking & Storage Products, Myers, Slumberland, Lebus",09:00 - 17:00,09:00 - 17:00,09:00 - 15:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Faskew%2527s-furniture-retailer-14015431.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
N.A Wood,"The Wrenwood, Farlesthorpe Road ",LN13 9PS,Alford ,Lincolnshire England,01507 463763,NA,NA,,NA,"Plasterers, Plasters","Plasterers, Plasters",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fn-a-wood-12804762.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
British Damp Proofing,19 South Street ,LN13 9AJ,Alford ,Lincolnshire England,01507 509213,01507 463687,0800 859 5968,www.britishdampproofing.co.uk,NA,Damp Survey,Damp Survey,NA,NA,NA,NA,Closed,Closed,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fbritish-damp-proofing-16841459.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Arthur Wood & Sons,"Unit 6, Hardwick Court, Beechings Way Industrial Estate ",LN13 9JE,Alford ,Lincolnshire England,01507 462465,07957 622594,01507 463977,www.arthurwoodandsons.com,NA,"Construction Management, Joinery",NA,NA,"Construction Management, Joinery",08:00 - 05:00,08:00 - 05:00,Closed,Closed,08:00 - 05:00,08:00 - 05:00,08:00 - 05:00,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Farthur-wood---sons-13598891.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Db Direct,"15, EAST STREET ",LN13 9EQ,Alford ,Lincolnshire England,01507 466819,01296 397012,NA,,"Coal, Coal & Solid Fuel, Photography, Entertainment Lifestyle, Linsminis, Firewood, Aerial Photography, Aerial Photographers",NA,"Coal, Coal & Solid Fuel, Photography, Entertainment Lifestyle, Linsminis, Firewood, Aerial Photography, Aerial Photographers",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fdb-direct-12834697.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
S S Crome Design,"17, COMMERCIAL ROAD ",LN13 9EY,Alford ,Lincolnshire England,01507 466005,01507 466017,NA,sscrome.com,"Graphic Designers, Logo Design, Visual Communication, Graphic Art, Graphic Illustration, Sign Makers, Religion, Centres, Branding, Holidays, Tourism, Creative, Installations, Forestry, Natural, Stone, Tourist Information, Castle, Historic, Great Britain, Nature, Britains, Thames, Cathedral, Celtic, Visitor, Roman, Abbey, Viking, National Trust, Reservoir, English Heritage, Armour, Battle, Forestry Commission, Visitor Centre, Nature Reserve, Stonehenge, Warriors, Historic Sites, Celt, Henge, Interpretive Design, SNH, Picts, Interpretive Panels, Tattershall, Thames Water, Scottish Natural Heritage, Standing Stone, Ancient Forest","Graphic Designers, Logo Design, Visual Communication, Graphic Art, Graphic Illustration, Sign Makers, Religion, Centres, Branding, Holidays, Tourism, Creative, Installations, Forestry, Natural, Stone, Tourist Information, Castle, Historic, Great Britain, Nature, Britains, Thames, Cathedral, Celtic, Visitor, Roman, Abbey, Viking, National Trust, Reservoir, English Heritage, Armour, Battle, Forestry Commission, Visitor Centre, Nature Reserve, Stonehenge, Warriors, Historic Sites, Celt, Henge, Interpretive Design, SNH, Picts, Interpretive Panels, Tattershall, Thames Water, Scottish Natural Heritage, Standing Stone, Ancient Forest","Graphic Designers, Logo Design, Visual Communication, Graphic Art, Graphic Illustration, Sign Makers, Religion, Centres, Branding, Holidays, Tourism, Creative, Installations, Forestry, Natural, Stone, Tourist Information, Castle, Historic, Great Britain, Nature, Britains, Thames, Cathedral, Celtic, Visitor, Roman, Abbey, Viking, National Trust, Reservoir, English Heritage, Armour, Battle, Forestry Commission, Visitor Centre, Nature Reserve, Stonehenge, Warriors, Historic Sites, Celt, Henge, Interpretive Design, SNH, Picts, Interpretive Panels, Tattershall, Thames Water, Scottish Natural Heritage, Standing Stone, Ancient Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fs-s-crome-design-16599324.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
BUILDBASE ALFORD,"Beechings Way Industrial Estate, ",LN13 9JA,Alford ,Lincolnshire England,+44 1507 464320,NA,NA,www.buildbase.co.uk,"Builders' Merchants, Plasterboard, Kitchen Suppliers, Tool Rental, Cement, Patios, Bricks, Bretts","Builders' Merchants, Plasterboard, Kitchen Suppliers, Tool Rental, Cement, Patios, Bricks, Bretts","Builders' Merchants, Plasterboard, Kitchen Suppliers, Tool Rental, Cement, Patios, Bricks, Bretts",NA,"Builders' Merchants, Plasterboard, Kitchen Suppliers, Tool Rental, Cement, Patios, Bricks, Bretts",07:00 - 17:00,07:00 - 17:00,08:00 - 12:00,Closed,07:00 - 17:00,07:00 - 17:00,07:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Fbuildbase-alford-23766234.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Alford Coal Supplies,"Red Lion Yard, Church Street ",LN13 9EG,Alford ,Lincolnshire England,01507 466211,NA,NA,www.alfordcoalsupplies.co.uk,"Coal, Smokeless Fuel Merchants, Coal Merchants, Coal and Smokeless Fuel Merchants and Distributors, Fuel Agency, Distributors, Chemical Wholesalers, Firewood, Ore, Metal Wholesalers",NA,"Coal, Smokeless Fuel Merchants, Coal Merchants, Coal and Smokeless Fuel Merchants and Distributors, Fuel Agency, Distributors, Chemical Wholesalers, Firewood, Ore, Metal Wholesalers",NA,NA,08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Falford-east-lindsey.cylex-uk.co.uk%2Fcompany%2Falford-coal-supplies-15660081.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
NATIONAL TYRES AND AUTOCARE Stirling,Linden Avenue ,FK7 7PG,Stirling ,Stirling Scotland,01786 462335,0800 432 0460,NA,www.national.co.uk,"Tyre Pressure Monitoring Systems, Steering Suspension","Tyre Pressure Monitoring Systems, Steering Suspension","Tyre Pressure Monitoring Systems, Steering Suspension",NA,"Tyre Pressure Monitoring Systems, Steering Suspension",08:30 - 18:00,08:30 - 18:00,08:30 - 17:00,10:00 - 16:00,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fstirling.cylex-uk.co.uk%2Fcompany%2Fnational-tyres-and-autocare-stirling-17995635.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Stirling Audi,8 Craig Leith Road ,FK7 7LQ,Stirling ,Stirling Scotland,0845 485 1691,NA,NA,www.lookers.co.uk/audi/contact-us/stirling-audi,"Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available",07:00 - 19:00,07:00 - 18:00,08:00 - 13:00,Closed,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,https://api.scraperapi.com/?url=https%3A%2F%2Fstirling.cylex-uk.co.uk%2Fcompany%2Fstirling-audi-23503648.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
ONESTOP MOTOR ENGINEERS LTD,18 Whitehouse Road ,FK7 7SS,Stirling ,Stirling Scotland,01786 446771,NA,NA,http://www.stirling-tyres.co.uk,"Stirling, Bridge of Allan, Thornhill, Dunblane, Cowie, Alva, Bannockburn, Dollars, Menstrie, Plean, St Ninians, Throsk, Tillicoultry, Fallin, Gargunnock, TPMS Tyre Pressure Monitoring Systems","Stirling, Bridge of Allan, Thornhill, Dunblane, Cowie, Alva, Bannockburn, Dollars, Menstrie, Plean, St Ninians, Throsk, Tillicoultry, Fallin, Gargunnock, TPMS Tyre Pressure Monitoring Systems","Stirling, Bridge of Allan, Thornhill, Dunblane, Cowie, Alva, Bannockburn, Dollars, Menstrie, Plean, St Ninians, Throsk, Tillicoultry, Fallin, Gargunnock, TPMS Tyre Pressure Monitoring Systems",NA,"Stirling, Bridge of Allan, Thornhill, Dunblane, Cowie, Alva, Bannockburn, Dollars, Menstrie, Plean, St Ninians, Throsk, Tillicoultry, Fallin, Gargunnock, TPMS Tyre Pressure Monitoring Systems",08:00 - 17:00,08:00 - 17:00,08:00 - 12:00,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fstirling.cylex-uk.co.uk%2Fcompany%2Fonestop-motor-engineers-ltd-26719289.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ats Euromaster Stirling,"Unit 3,19-23 Kerse Road ",FK7 7SY,Stirling ,Stirling Scotland,01786 476160,01307 818940,NA,www.atseuromaster.co.uk,"tyres, brakes, car batteries, leisure batteries, car bulbs, wiper blades","tyres, brakes, car batteries, leisure batteries, car bulbs, wiper blades",NA,NA,"tyres, brakes, car batteries, leisure batteries, car bulbs, wiper blades",08:30 - 17:30,08:30 - 17:30,08:30 - 12:30,Closed,08:30 - 17:30,08:30 - 17:30,08:30 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fstirling.cylex-uk.co.uk%2Fcompany%2Fats-euromaster-stirling-17145293.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
West End Garage Skoda,Falkirk Road ,FK7 8JD,Bannockburn ,Stirling Scotland,01786 241658,NA,NA,www.westendskoda.com,"Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available","Official Dealership, Wi Fi Available",08:30 - 17:00,08:30 - 17:00,08:30 - 12:30,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbannockburn.cylex-uk.co.uk%2Fcompany%2Fwest-end-garage-skoda-25785245.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Kilgannon Motors Ltd,Falkirk Road ,FK7 8JD,Bannockburn ,Stirling Scotland,01786 813476,NA,NA,www.kilgannonmotors.com,Wi Fi Available,Wi Fi Available,Wi Fi Available,Wi Fi Available,Wi Fi Available,08:00 - 18:00,08:00 - 18:00,08:30 - 13:00,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbannockburn.cylex-uk.co.uk%2Fcompany%2Fkilgannon-motors-ltd-26670790.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
SWR Auto Diagnostics & Repairs,9 Munro Rd ,FK7 7XQ,Springkerse Industrial Estate ,Stirling Scotland,01786 849489,NA,NA,www.swrautos.co.uk,"Clutch Service Centres, Brake Service Centres","Clutch Service Centres, Brake Service Centres","Clutch Service Centres, Brake Service Centres",NA,"Clutch Service Centres, Brake Service Centres",08:00 - 18:00,08:00 - 18:00,08:00 - 13:00,Closed,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fspringkerse-industrial-estate.cylex-uk.co.uk%2Fcompany%2Fswr-auto-diagnostics---repairs-19237078.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
